BlockName,Category,Year,Month,Day,Crop,DistrictName,QueryType,Season,Sector,StateName,QueryText,KccAns,latitude,longitude
CHHENDIPADA,Fruits,2015,8,8,Banana,ANUGUL,"Plant Protection",nan,HORTICULTURE,ODISHA,"banana thrips","apply methyl demeton 2ml in 1litre water",20.8411,85.0804
UMERKOTE,Fruits,2015,10,9,Banana,NAWORANGPUR,"Plant Protection",nan,HORTICULTURE,ODISHA,"fruit rust thrips in banana","apply fipronil or chloropyriphos 2ml per 1 litre water",20.5431,84.6897
JHUNJHUNUN,Fruits,2015,9,11,Banana,JHUNJHUNU,"Plant Protection",KHARIF,HORTICULTURE,RAJASTHAN,"TELL ME THRIPS CONTROL IN BANANA","SPRAY OF DIMETHOATE  30 EC 2 ML PER LITER WATER",28.0811,75.3792
KINATHUKADAVU,Fruits,2015,7,29,Banana,COIMBATORE,"Plant Protection",KHARIF,HORTICULTURE,TAMILNADU,"Thrips in chilli","Recommended for spray Dimethoate 2 ml litre of water",11.0018,76.9628
ANDANALLUR,Fruits,2015,2,21,Banana,TIRUCHIRAPPALLI,"Plant Protection",RABI,HORTICULTURE,TAMILNADU,"Fruit rust thrips control in banana","Recommended for spray chlorpyriphos 2 ml litre of water",10.8071,78.6881
TIRUTTURAIPPUNDI,Fruits,2015,10,6,Banana,THIRUVARUR,"Plant Protection",KHARIF,HORTICULTURE,TAMILNADU,"thrips for guava","recommended for spray neem oil 3 mllit of water",10.6879,79.4979
AIRAYAN,Fruits,2015,8,20,Banana,FATEHPUR,"Plant Protection",KHARIF,HORTICULTURE,"UTTAR PRADESH","Fruit rust thrips in banana","methyl demeton 25 EC 500 mlha 150 litar pani me sprey kare",25.8348,80.9155
"BADLA PUR",Fruits,2015,8,18,Banana,JAUNPUR,"Plant Protection",KHARIF,HORTICULTURE,"UTTAR PRADESH","Fruit rust thrips IN banana","Acetamiprid 20 SP 20-40 gmacre 150 litar pani me sprey kare",25.7967,82.4889
"RAM NAGAR",Fruits,2015,10,12,Banana,JAUNPUR,"Plant Protection",RABI,HORTICULTURE,"UTTAR PRADESH","Thrips problem in banana","Spray Methyl demeton 25 EC  2 ml liter of water",25.7967,82.4889
"RAMIA BEHAR",Fruits,2015,8,20,Banana,KHERI,"Plant Protection",KHARIF,HORTICULTURE,"UTTAR PRADESH","THRIPS ATTACK ON BANANA","QUINALPHOS 2 ML  COPPER OXICLORIDE 2 ML KA SPRAY KRE",28.1167,80.7167
BEHJAM,Fruits,2015,10,3,Banana,KHERI,"Plant Protection",KHARIF,HORTICULTURE,"UTTAR PRADESH","Thrips and Lace wing bugs in banana","Monocrotophos 36 WSC  1 mlliter pani ki dar se spray kare",28.1167,80.7167
"HARIHARPUR RANI",Fruits,2015,8,15,Banana,SHIVASTI,"Plant Protection",KHARIF,HORTICULTURE,"UTTAR PRADESH","Thrips and Lace wing bugs in banana","spray Methyl demeton 20 EC  2 mllitre of water or Monocrotophos 36 WSC  1 mllitre of water for Thrips and Lace wing bugs in banana",27.1303,80.8597
GAIGHATA,Fruits,2015,5,15,Banana,"NORTH 24 PARGANAS","Plant Protection",KHARIF,HORTICULTURE,"WEST BENGAL","CONTROL OF THRIPS AND LACE WING BUG IN BANANA","RECOMMENDED FOR SPRAY FIPRONIL 5 SC   1 ML   LIT OF WATER",22.6927,88.6626
BHANGAR-II,Fruits,2015,2,7,Banana,"SOUTH 24 PARGANAS","Plant Protection",RABI,HORTICULTURE,"WEST BENGAL","CONTROL OF THRIPS IN BANANA","RECOMMENDED FOR SPRAY  ACEPHATE 75 SP  15 GM  2 LIT OF WATER",22.1777,88.5308
KHANAKUL-I,Fruits,2015,6,1,Banana,HOOGHLY,"Plant Protection",KHARIF,HORTICULTURE,"WEST BENGAL","CONTROL OF FRUIT RUST THRIPS IN BANANA","RECOMMENDED FOR SPRAY AZADIRACHTIN 1EC 10000 PPM  3 ML  LIT OF WATER",22.9099,88.0121
"NORTH WEST JORHAT",Fruits,2016,10,1,Banana,JORHAT,"Plant Protection",KHARIF,HORTICULTURE,ASSAM,"Asking about control measure of Thrips and Lace wing bugs","Recommended to apply Monocrotophos  1 mllit of water",26.7578,94.208
PURANI,Fruits,2016,4,16,Banana,MADHEPURA,"Plant Protection",nan,HORTICULTURE,BIHAR,"Thrips and Lace wing bugs","Thrips and Lace wing bugs Spray Methyl demeton 20 EC  2 mllit or Monocrotophos 36 WSC  1 mllit or Phosphamidon 40 SL  2mllit",25.7806,86.9365
JHANJHARPUR,Fruits,2016,4,24,Banana,MADHUBANI,"Plant Protection",nan,HORTICULTURE,BIHAR,"Thrips and Lace wing bugs","Thrips and Lace wing bugs Spray Methyl demeton 20 EC  2 mllit or Monocrotophos 36 WSC  1 mllit or Phosphamidon 40 SL  2mllit",26.3503,86.2296
SAHEBGANJ,Fruits,2016,3,27,Banana,MUZAFFARPUR,"Plant Protection",JAYAD,HORTICULTURE,BIHAR,"Thrips and Lace wing bugs","Thrips and Lace wing bugs Spray Methyl demeton 20 EC  2 mllit or Monocrotophos 36 WSC  1 mllit or Phosphamidon 40 SL  2mlli",26.1483,85.3316
CHOPDA,Fruits,2016,1,8,Banana,JALGAON,"Plant Protection",RABI,HORTICULTURE,MAHARASHTRA,"Attack of Thrips and Jassids","Spray Regent 30 ml 15 liter waterFipronil 5 SC-Bayer",20.8429,75.5261
MALSHIRAS,Fruits,2016,2,25,Banana,SOLAPUR,"Plant Protection",RABI,HORTICULTURE,MAHARASHTRA,"ask about thrips attack on banana ","Spray Actra 5 gm15 Lit of Water",17.8499,75.2763
JALNA,Fruits,2016,2,6,Banana,JALNA,"Plant Protection",nan,HORTICULTURE,MAHARASHTRA,"asked blight and thrips attack in banana","blight and thrips attack in banana - spray m 45  super confidor",19.9188,75.8709
UMRI,Fruits,2016,1,16,Banana,NANDED,"Plant Protection",nan,HORTICULTURE,MAHARASHTRA,"Attack of Thrips","confidor 10 ml super confidor 10 ml 15 litar water",19.094,77.4832
HADGAON,Fruits,2016,7,17,Banana,NANDED,"Plant Protection",nan,HORTICULTURE,MAHARASHTRA,"Attack of Thrips ","Spray Neem Solution 20 ml10 Liter of Water",19.094,77.4832
ACHALPUR,Fruits,2016,4,25,Banana,AMRAVATI,"Plant Protection",nan,HORTICULTURE,MAHARASHTRA,"Thrips Attack ","Spray Admire  5 gm  Kavach 25 gm15 Liter of Water Chlorothalonil",21.1545,77.6443
SAONER,Fruits,2016,3,7,Banana,NAGPUR,"Plant Protection",JAYAD,HORTICULTURE,MAHARASHTRA,"Thrips Attack ","Spray Actra 5 gm15 Lit of Water",21.1498,79.0821
BANGRIPOSI,Fruits,2016,5,21,Banana,MAYURBHANJ,"Plant Protection",nan,HORTICULTURE,ODISHA,"FRUIT RUST THRIPS IN BANANA","RECOMMENDED TO SPRAY DIMETHOATE 30ECROGOR 2ML1 LITRE WATER TO CONTROL FRUIT RUST THRIPS IN BANANA",21.9156,86.3962
GANIA,Fruits,2016,3,25,Banana,NAYAGARH,"Plant Protection",nan,HORTICULTURE,ODISHA,"FRUIT RUST THRIPS IN BANANA","RECOMMENDED TO SPRAY IMIDACHLOPRIDE 178 SL 7ML15 LITER OF WATER",20.2394,85.0507
RANAPUR,Fruits,2016,11,23,Banana,NAYAGARH,"Plant Protection",nan,HORTICULTURE,ODISHA,"THRIPS IN BANANA","THRIPS IN BANANASpray Methyl demeton 20 EC  2 mllit or Monocrotophos 36 WSC  1 mllit or Phosphamidon 40 SL  2mllit",20.2394,85.0507
AMBABHONA,Fruits,2016,5,22,Banana,BARGARH,"Plant Protection",RABI,HORTICULTURE,ODISHA,"THRIPS IN BANANA","SPRAY IMMIDACHLOROPRID TATAMIDACONFIDER   5ML15LIT WATER FOR THRIPS IN BANANA",21.232,83.5653
MADATHUKULAM,Fruits,2016,4,21,Banana,COIMBATORE,"Nutrient Management",RABI,HORTICULTURE,TAMILNADU,"Thrips in Banana","recommended for spray dimethoate 2 ml  liter of water",11.0018,76.9628
RASIPURAM,Fruits,2016,10,18,Banana,NAMAKKAL,"Plant Protection",KHARIF,HORTICULTURE,TAMILNADU,"Fruit rust thrips management in banana","Recommended for spray  Fipronil 15 mllit of water",11.3034,78.1186
TIRUCHENDUR,Fruits,2016,10,26,Banana,THOOTHUKUDI,"Plant Protection",KHARIF,HORTICULTURE,TAMILNADU,"asking about banana thrips management","recommended for  neem oil 3 ml teepol 1 ml 1 litre of water",8.8457,77.9938
"RAMIA BEHAR",Fruits,2016,6,24,Banana,KHERI,"Plant Protection",KHARIF,HORTICULTURE,"UTTAR PRADESH","Fruit rust thrips control in banana ","kisan bhai aap kele ki fasalme keeton ki roktham ke liye light trap ka prayog kren",28.1167,80.7167
ISANAGAR,Fruits,2016,9,1,Banana,KHERI,"Plant Protection",KHARIF,HORTICULTURE,"UTTAR PRADESH","Thrips in banana","Applied imidaclorpid  2 mili  3 liter water",28.1167,80.7167
KAISARGANJ,Fruits,2016,10,13,Banana,BAHRAICH,"Plant Protection",RABI,HORTICULTURE,"UTTAR PRADESH","THRIPS IN BANANA","Phosphamidon 40 SL  2mlliter paani me milaker spray kar de",27.7344,81.4765
VISHUNPURA,Fruits,2016,3,31,Banana,"KUSHI NAGAR","Plant Protection",JAYAD,HORTICULTURE,"UTTAR PRADESH","Thrips and Lace wing bugs control in banana","Methyl demeton 20 EC  2 mililiter ke hisab se ghol banaa kar spre kren",27.1303,80.8597
TAMKUHIRAJ,Fruits,2016,9,2,Banana,"KUSHI NAGAR","Cultural Practices",KHARIF,HORTICULTURE,"UTTAR PRADESH","Thrips in banana","Spray imidacloprid  100 mili  acre",27.1303,80.8597
DINHATA-II,Fruits,2016,10,22,Banana,"Cooch BIHAR","Plant Protection",KHARIF,HORTICULTURE,"WEST BENGAL","CONTROL OF THRIPS IN BANANA","RECOMMENDED FOR SPRAY PROFENOPHOS 50 EC    15 ML  LIT OF WATER",26.3224,89.4592
DOMKAL,Fruits,2016,10,18,Banana,MURSHIDABAD,"Plant Protection",KHARIF,HORTICULTURE,"WEST BENGAL","CONTROL OF FRUIT THRIPS IN BANANA","RECOMMENDED FOR SPRAY DIMETHOATE 30EC  2 ML  LITOF WATER",24.1746,88.2721
JALANGI,Fruits,2016,11,6,Banana,MURSHIDABAD,"Plant Protection",KHARIF,HORTICULTURE,"WEST BENGAL","ASKING ABOUT CONTROL OF THRIPS IN BANANA","RECOMMENDED FOR SPRAY AZADIRACTIN 1 10000 PPM  3 ML  LIT OF WATER",24.1746,88.2721
KARIMPUR-1,Fruits,2016,4,26,Banana,NADIA,"Plant Protection",RABI,HORTICULTURE,"WEST BENGAL","CONTROL OF THRIPS I BANANA","RECOMMENDED FOR SPRAY INDOXACARB 145 SC  1MLLIT OF WATER",23.4847,88.5567
KRISHNAGANJ,Fruits,2016,5,29,Banana,NADIA,"Plant Protection",KHARIF,HORTICULTURE,"WEST BENGAL","CONTROL OF FRUIT RUST THRIPS IN BANANA","RECOMMENDED FOR SPRAY  INDOXACARB 158 EC  15 ML   2 LIT OF WATER",23.4847,88.5567
RANAGHAT-II,Fruits,2016,9,8,Banana,NADIA,"Plant Protection",KHARIF,HORTICULTURE,"WEST BENGAL","CONTROL OF THRIPS IN BANANA","RECOMMENDED FOR SPRAY  DIMETHOATE 30 EC  2 ML   LIT OF WATER",23.4847,88.5567
TEHATTA-I,Fruits,2016,11,8,Banana,NADIA,"Plant Protection",nan,HORTICULTURE,"WEST BENGAL","CONTROL OF FRUIT RUST THRIPS IN BANANA","RECOMMENDED FOR SPRAY  CHLOROPYRIPHOS 20 EC  25 ML   LIT OF WATER",23.4847,88.5567
MUDHOL,Fruits,2017,1,5,Banana,BAGALKOT,"Plant Protection",nan,HORTICULTURE,KARNATAKA,"ASKING FOR SIGATOKA LEAFSPOT  MANAGEMENT IN BANANA AND THRIPS MANAGEMENT IN SUNFLOWER","RECOMMENDED TO SPRAYfor banana Propiconozole 25 EC- 10 ml per litre of water AND in sunflower thrips management spray dimethoate 107ml per litre of water",16.1793,75.6999
CHOPDA,Fruits,2017,1,1,Banana,JALGAON,"Plant Protection",nan,HORTICULTURE,MAHARASHTRA,"Attack of  THRIPS","Spray Actra 5 gm15 Liter of WaterThiomithoxom 25-Syngenta",20.8429,75.5261
GHANSAWANGI,Fruits,2017,4,29,Banana,JALNA,"Plant Protection",nan,HORTICULTURE,MAHARASHTRA,"ATTACK OF THRIPS","Spray Actra 5 gm15 Liter of Water Thiomithoxom 25-Syngenta",19.9188,75.8709
PARTUR,Fruits,2017,9,4,Banana,JALNA,"Plant Protection",nan,HORTICULTURE,MAHARASHTRA,"Attack of Thrips on Banana ","BIO 303-- 22 ml15 liter of water",19.9188,75.8709
PARTUR,Fruits,2017,9,4,Banana,JALNA,"Plant Protection",nan,HORTICULTURE,MAHARASHTRA,"attack of thrips in banana","attack of thrips in bananaSpray bio 30325 mili15 litre water",19.9188,75.8709
BHOKARDAN,Fruits,2017,11,19,Banana,JALNA,"Plant Protection",nan,HORTICULTURE,MAHARASHTRA,"Attack of Thrips and Jassids","Spray super confidor 04 ml 15 liter of waterImida 178 sl-Bayer",19.9188,75.8709
MAJALGAON,Fruits,2017,1,13,Banana,BEED,"Plant Protection",RABI,HORTICULTURE,MAHARASHTRA,"Attack of Thrips and Jassids","Spray super confidor 10 ml 15 liter waterImida 178 sl-Bayer",18.9918,75.9098
HADGAON,Fruits,2017,8,24,Banana,NANDED,"Plant Protection",nan,HORTICULTURE,MAHARASHTRA,"ATTACK OF THRIPS and Jassids","Spray Regent 30 ml 15 liter waterFipronil 5 SC-Bayer",19.094,77.4832
BALAPUR,Fruits,2017,3,22,Banana,AKOLA,"Plant Protection",nan,HORTICULTURE,MAHARASHTRA,"Attack of AphidsThrips and Jassids","Spray super confidor 04 ml 15 liter of waterImida 178 sl-Bayer",20.7618,77.1921
AKOLA,Fruits,2017,4,19,Banana,AKOLA,"Plant Protection",nan,HORTICULTURE,MAHARASHTRA,"Attack of AphidsThrips and Jassids","Spray Roger 15 ml15 Liter of WaterDimethoate-Cheminova",20.7618,77.1921
"ANJANGAON S",Fruits,2017,2,4,Banana,AMRAVATI,"Plant Protection",nan,HORTICULTURE,MAHARASHTRA,"Attack of AphidsThrips and Jassids","Spray super confidor 04 ml 15 liter of waterImida 178 sl-Bayer",21.1545,77.6443
NARKHED,Fruits,2017,4,13,Banana,NAGPUR,"Plant Protection",nan,HORTICULTURE,MAHARASHTRA,"Attack of AphidsThrips and Jassids","Spray Pegasus 25 gm 15 liter of waterDiafenthiuronSyngenta",21.1498,79.0821
KALAMNURI,Fruits,2017,4,3,Banana,HINGOLI,"Plant Protection",nan,HORTICULTURE,MAHARASHTRA,"Thrips Attack ","Spray Metador 30 ml  15 liter of waterLambda 5 SC-Syngenta",19.5431,77.1739
RUPBAS,Fruits,2017,3,5,Banana,BHARATPUR,"Plant Protection",RABI,HORTICULTURE,RAJASTHAN,"TELL ME CONTROL THRIPS  IN FANNEL","SPRAY OF IMIDACHLOPRID 178 SL 05 ML PER LITER WATER",27.0247,77.292
KOLATHUR,Fruits,2017,10,29,Banana,SALEM,"Plant Protection",RABI,HORTICULTURE,TAMILNADU,"Asking about Bananan Fruit rust thrips management","Recommended for spray Nimbecidine 3mllitre of water",11.647,78.2107
KURUVIKULAM,Fruits,2017,4,7,Banana,TIRUNELVELI,"Plant Protection",JAYAD,HORTICULTURE,TAMILNADU,"asking about citrus thrips management","Recommended for spray dimethoate 2 mllit of water",8.72031,77.7075
NAWABGANJ,Fruits,2017,9,12,Banana,UNNAO,"Plant Protection",nan,HORTICULTURE,"UTTAR PRADESH","thrips in banana","aap Phosphamidon 40 SL  2mlliter paani ki dar se milaker spray kar de",26.5673,80.6198
BEHTA,Fruits,2017,6,28,Banana,SITAPUR,"Plant Protection",KHARIF,HORTICULTURE,"UTTAR PRADESH","Thrips and Lace wing bugs","spray Monocrotophos 36 SL  350 -500 mili  acre 250 liter of water",27.5027,80.8335
BEHTA,Fruits,2017,10,21,Banana,SITAPUR,"Plant Protection",RABI,HORTICULTURE,"UTTAR PRADESH","controle of fruit rust thrips in banana ","1Fipronil 5 SC  2 ML dava prati litar pani 2 Copper Oxychloride 50 WP  25 gram dava prati litar pani me gholkar spre kare",27.5027,80.8335
SOHAWAL,Fruits,2017,4,25,Banana,FAIZABAD,"Plant Protection",RABI,HORTICULTURE,"UTTAR PRADESH","Thrips insect control in banana ","Kisan bhai aap Monocrotophos 36  SL  1 ml  litre pani ka ghol banankr chirkaav kare ",26.7789,82.1427
Mawai,Fruits,2017,7,24,Banana,FAIZABAD,"Plant Protection",KHARIF,HORTICULTURE,"UTTAR PRADESH","Fruit rust thrips in banana","Spray chlorpyrifos 20 Ec  2 ml  liter water",26.7789,82.1427
LAMBHUA,Fruits,2017,5,4,Banana,SULTANPUR,"Plant Protection",JAYAD,HORTICULTURE,"UTTAR PRADESH","Fruit rust thrips problem in banana fruit","kisan bhai aap Soil application fipronil 10 kgacre prophanophos 50 EC 2 mlliter  stiker 5 ml15 liter pani me milaker spray kre",26.2605,82.2381
CHANCHAL-I,Fruits,2017,8,27,Banana,MALDAH,"Plant Protection",KHARIF,HORTICULTURE,"WEST BENGAL","ASKING ABOUT CONTROL OF THRIPS IN BANANA","RECOMMENDED FOR SPRAY THIAMETHOXAM 25 WG  1 GM  2 LIT OF WATER",25.0977,88.1262
KHARGRAM,Fruits,2017,8,16,Banana,MURSHIDABAD,"Plant Protection",KHARIF,HORTICULTURE,"WEST BENGAL","ASKING ABOUT CONTROL OF THRIPS IN BANANA","RECOMMENDED FOR SPRAY   ACEPHATE 75 SP  15 GM  2 LIT OF WATER",24.1746,88.2721
NAWDA,Fruits,2017,10,13,Banana,MURSHIDABAD,"Plant Protection",KHARIF,HORTICULTURE,"WEST BENGAL","ASKING ABOUT CONTROL OF THRIPS IN BANANA","RECOMMENDED FOR SPRAY THIAMETHOXAM 25 WG  1 GM  2 LIT OF WATER",24.1746,88.2721
NAWDA,Fruits,2017,10,14,Banana,MURSHIDABAD,"Plant Protection",KHARIF,HORTICULTURE,"WEST BENGAL","CONTROL OF THRIPS IN BANANA","RECOMMENDED FOR SPRAY  CHLORPYRIPHOS 20 EC  25 ML   LIT OF WATER",24.1746,88.2721
SANTIPUR,Fruits,2017,7,13,Banana,NADIA,"Plant Protection",KHARIF,HORTICULTURE,"WEST BENGAL","ASKING ABOUT CONTROL OF THRIPS IN BANANA","RECOMMENDED FOR SPRAY   DICHLORVOS 76 EC   15 ML  2 LIT OF WATER",23.4847,88.5567
BONGAON,Fruits,2017,5,11,Banana,"NORTH 24 PARGANAS","Plant Protection",KHARIF,HORTICULTURE,"WEST BENGAL","CONTROL OF THRIPS IN BANANA","RECOMMENDED FOR SPRAY FIPRONIL 5 SC   1 ML  LIT OF WATER",22.6927,88.6626
DEGANGA,Fruits,2017,8,20,Banana,"NORTH 24 PARGANAS","Plant Protection",KHARIF,HORTICULTURE,"WEST BENGAL","ASKING ABOUT CONTROL OF FRUIT RUST THRIPS IN BANANA","RECOMMENDED FOR SPRAY BUPROFEZIN 25 SC  1 ML   LIT OF WATEROR- RECOMMENDED FOR SPRAY  CHLOROPYRIPHOS 20 EC  25 ML   LIT OF WATER",22.6927,88.6626
ITAHAR,Fruits,2017,6,20,Banana,"North DINAJPUR","Plant Protection",JAYAD,HORTICULTURE,"WEST BENGAL","ASKING ABOUT CONTROL OF THRIPS IN BANANA","RECOMMENDED FOR SPRAY   ACEPHATE 75 SP  15 GM  2 LIT OF WATER",22.9965,87.6856
"KRITYANAND NAGAR",Fruits,2018,10,17,Banana,PURNEA,nan,0,HORTICULTURE,BIHAR,"thrips in banana","use malathion  2mllitre of water",25.7774,87.4731
"PATAN VERAVAL",Fruits,2018,12,5,Banana,"Gir Somnath","Plant Protection",0,HORTICULTURE,GUJARAT,"Ask about Thrips  problem in crop","Suggested: Fipronil 5 SC 25mlpump spray",20.9298,70.7628
SHIRPUR,Fruits,2018,3,18,Banana,DHULE,"Plant Protection",nan,HORTICULTURE,MAHARASHTRA,"Attack of Thrips and Jassids on banana ","Attack of Thrips and Jassids on banana - Spray super confidor 04 ml 15 liter of waterImida 178 sl-Bayerm- 45  30 gram",21.1305,74.4901
SAILU,Fruits,2018,1,16,Banana,PARBHANI,"Plant Protection",nan,HORTICULTURE,MAHARASHTRA,"Attack of AphidsThrips and Jassids","Spray Record  07 gm 15 liter of waterAcetamapride 20SP-DupondSpray Ullala 08 gm15 Lit of Waterflonicamid-UPL",19.2902,76.6026
AMBAJOGAI,Fruits,2018,8,1,Banana,BEED,"Plant Protection",nan,HORTICULTURE,MAHARASHTRA,"Attack of Thrips  ","Spray Confidor 10 ml Super Confidor 10 ml 15 litar water Imidacloprid 178 ",18.9918,75.9098
MODKHED,Fruits,2018,4,26,Banana,NANDED,"Plant Protection",nan,HORTICULTURE,MAHARASHTRA,"Attack of AphidsThrips and Jassids on banana ","Attack of AphidsThrips and Jassids on banana - Spray super confidor 04 ml 15 liter of waterImida 178 sl-Bayer",19.094,77.4832
MODKHED,Fruits,2018,8,23,Banana,NANDED,"Plant Protection",nan,HORTICULTURE,MAHARASHTRA,"thrips in banana","thrips in banana - spray confidor 10 ml   15 lit",19.094,77.4832
ACHALPUR,Fruits,2018,9,10,Banana,AMRAVATI,"Plant Protection",KHARIF,HORTICULTURE,MAHARASHTRA,"ASKED ABOUT THRIPS ATTACK IN BANANA ","verticilium lacani 25-3 KGHECTOR",21.1545,77.6443
DARWHA,Fruits,2018,2,10,Banana,YEVATMAL,"Fertilizer Use and Availability",nan,HORTICULTURE,MAHARASHTRA,"Attack of Thrips ","SPRAY KARATE 20 ML15 LITERS OF WATER Lambdacyhalothrin  SYNGENTA",18.9068,75.6742
DARWHA,Fruits,2018,5,28,Banana,YEVATMAL,"Plant Protection",nan,HORTICULTURE,MAHARASHTRA,"banana attack of thrips","confidoar5mlbavestin30gmstikar15ml15 Lit of Water",18.9068,75.6742
"SADAK ARJUNI",Fruits,2018,12,30,Banana,GONDIYA,"Plant Protection",0,HORTICULTURE,MAHARASHTRA,"ASKED ABOUT ATTACK OF THRIPS ON  BANANA","Spray Asiphet 30 gm15 Liter of Water Asifet 70 sp-Tata Rallis",21.1456,80.2684
GOVINDGARH,Fruits,2018,1,12,Banana,JAIPUR,"Plant Protection",RABI,HORTICULTURE,RAJASTHAN,"TELL ME THRIPS IN TOMATO","SPRAY OF ACETAMIPRID 20 SP 05 GM PER LITER WATER",26.9155,75.819
MADUKKARAI,Fruits,2018,12,26,Banana,COIMBATORE,"Nutrient Management",0,HORTICULTURE,TAMILNADU,"Asking about thrips in banana","Recommended for spray Azadirachtin 3ml  liter of water",11.0018,76.9628
